Year,Team,Totals,TD,YDS,AVG,LG,REC,NO,FC,LOST,OWN,OPP,G20+,G40+,FUM
1995,c-p,Team Totals,0,1646,23.9,59,,69,0,,,,38,5,1
1995,c-p,Opponents Totals,1,1434,20.5,91t,,70,,,,,,,
1995,chit,Team Totals,1,1448,20.7,91t,,70,0,,,,33,3,1
1995,chit,Opponents Totals,0,1129,20.9,54,,54,,,,,,,
1995,nyj,Team Totals,0,1519,20.8,70,,73,0,,,,27,2,2
1995,nyj,Opponents Totals,2,1593,24.5,92t,,65,,,,,,,
1995,dal,Team Totals,0,1282,21.0,45,,61,0,,,,35,1,1
1995,dal,Opponents Totals,0,1581,21.4,46,,74,,,,,,,
1995,latl,Team Totals,0,1367,20.4,51,,67,0,,,,36,2,2
1995,latl,Opponents Totals,0,1828,22.9,61,,80,,,,,,,
1995,lbuf,Team Totals,0,1459,20.5,61,,71,0,,,,37,4,1
1995,lbuf,Opponents Totals,0,1570,21.8,54,,72,,,,,,,
1995,stl,Team Totals,0,1612,22.4,71,,72,0,,,,39,4,3
1995,stl,Opponents Totals,0,1581,21.4,52,,74,,,,,,,
1995,det,Team Totals,0,1443,19.0,44,,76,0,,,,30,2,1
1995,det,Opponents Totals,0,856,18.6,37,,46,,,,,,0,
1995,lac,Team Totals,0,1183,20.4,46,,58,0,,,,30,1,0
1995,lac,Opponents Totals,0,1857,22.6,71,,82,,,,,,,
1995,ton,Team Totals,0,1506,21.5,47,,70,0,,,,37,2,1
1995,ton,Opponents Totals,0,1323,22.4,46,,59,,,,,,,
1995,nyb,Team Totals,0,1618,22.2,50,,73,0,,,,46,3,3
1995,nyb,Opponents Totals,0,1247,21.1,55,,59,,,,,,,
1995,sea,Team Totals,0,1163,21.1,40,,55,0,,,,34,1,0
1995,sea,Opponents Totals,0,1159,18.7,83,,62,,,,,,,
1995,dec,Team Totals,0,1690,23.2,83,,73,0,,,,45,5,0
1995,dec,Opponents Totals,0,1348,19.8,62,,68,,,,,,,
1996,lkc,Team Totals,0,1424,22.3,54,,64,0,,,,39,3,3
1996,lkc,Opponents Totals,0,1683,20.8,70,,81,,,,,,,
1996,har,Team Totals,1,1341,23.1,97t,,58,0,,,,36,2,1
1996,har,Opponents Totals,0,1255,19.3,32,,65,,,,,,0,
1996,llarm,Team Totals,1,1403,23.0,95t,,61,0,,,,28,2,2
1996,llarm,Opponents Totals,0,1666,24.9,70,,67,,,,,,,
1996,min,Team Totals,0,1320,22.0,59,,60,0,,,,38,3,2
1996,min,Opponents Totals,0,1058,22.0,54,,48,,,,,,,
1996,larm,Team Totals,0,1504,19.0,37,,79,1,,,,37,0,0
1996,larm,Opponents Totals,1,1485,25.6,97t,,58,,,,,,,
1996,bal,Team Totals,1,1171,22.1,91t,,53,0,,,,30,3,0
1996,bal,Opponents Totals,1,1509,21.9,90t,,69,,,,,,,
1996,lten,Team Totals,0,1463,21.8,73,,67,0,,,,39,1,3
1996,lten,Opponents Totals,0,1674,23.6,62,,71,,,,,,,
1996,dul,Team Totals,1,1459,20.8,90t,,70,0,,,,35,3,2
1996,dul,Opponents Totals,1,1642,23.8,95t,,69,,,,,,,
1996,atl,Team Totals,0,1421,21.5,88,,66,0,,,,35,3,2
1996,atl,Opponents Totals,0,1675,21.5,47,,78,,,,,,,
1996,ham,Team Totals,0,1734,20.2,44,,86,0,,,,45,2,5
1996,ham,Opponents Totals,0,1402,20.0,51,,70,,,,,,,
1996,jac,Team Totals,0,1195,23.9,59,,50,0,,,,31,5,3
1996,jac,Opponents Totals,1,1602,21.1,97t,,76,,,,,,,
1996,lind,Team Totals,1,1567,23.7,97t,,66,1,,,,39,4,2
1996,lind,Opponents Totals,0,1300,20.3,86,,64,,,,,,,
1996,was,Team Totals,0,1358,21.6,57,,63,0,,,,33,3,3
1996,was,Opponents Totals,0,1497,25.4,66,,59,,,,,,,
1996,col,Team Totals,0,1276,20.9,48,,61,0,,,,33,1,1
1996,col,Opponents Totals,0,1129,20.5,55,,55,,,,,,,
1996,tol,Team Totals,0,1542,21.7,86,,71,0,,,,41,4,1
1996,tol,Opponents Totals,0,1642,22.8,60,,72,,,,,,,
1996,ltb,Team Totals,0,1339,25.3,89,,53,0,,,,30,6,1
1996,ltb,Opponents Totals,0,1431,20.4,50,,70,,,,,,,
1996,lmin,Team Totals,2,1439,22.5,97t,,64,0,,,,41,2,1
1996,lmin,Opponents Totals,0,1715,23.5,86,,73,,,,,,,
1996,c-p,Team Totals,0,1401,21.6,50,,65,0,,,,43,4,1
1996,c-p,Opponents Totals,0,1610,21.2,63,,76,,,,,,,
1996,chit,Team Totals,0,1582,21.1,92,,75,0,,,,41,1,3
1996,chit,Opponents Totals,1,1290,21.1,95t,,61,,,,,,,
1996,nyj,Team Totals,0,1287,19.5,47,,66,0,,,,35,2,2
1996,nyj,Opponents Totals,0,948,22.6,65,,42,,,,,,,
1996,dal,Team Totals,1,1038,22.1,90t,,47,0,,,,26,2,1
1996,dal,Opponents Totals,0,1649,21.7,45,,76,,,,,,,
1996,latl,Team Totals,0,1075,18.5,60,,58,0,,,,23,1,2
1996,latl,Opponents Totals,0,1314,24.8,47,,53,,,,,,,
1996,lbuf,Team Totals,0,1337,23.9,88,,56,0,,,,34,3,2
1996,lbuf,Opponents Totals,1,1115,21.4,90t,,52,,,,,,,
1996,stl,Team Totals,0,1287,23.4,63,,55,0,,,,35,3,2
1996,stl,Opponents Totals,0,972,19.1,35,,51,,,,,,0,
1996,det,Team Totals,0,1675,24.3,65,,69,0,,,,46,4,0
1996,det,Opponents Totals,0,1298,25.0,88,,52,,,,,,,
1996,lac,Team Totals,1,1310,26.2,93t,,50,0,,,,30,5,2
1996,lac,Opponents Totals,0,1429,20.1,33,,71,,,,,,0,
1996,ton,Team Totals,0,1258,21.3,71,,59,0,,,,35,2,2
1996,ton,Opponents Totals,0,1414,18.4,58,,77,,,,,,,
1996,nyb,Team Totals,0,1233,19.9,44,,62,0,,,,27,3,2
1996,nyb,Opponents Totals,2,1290,22.2,93t,,58,,,,,,,
1996,sea,Team Totals,0,1825,21.0,55,,87,0,,,,39,4,0
1996,sea,Opponents Totals,1,1314,24.8,97t,,53,,,,,,,
1996,dec,Team Totals,0,1899,24.3,58,,78,0,,,,53,8,1
1996,dec,Opponents Totals,0,1155,22.2,71,,52,,,,,,,
1997,lkc,Team Totals,1,1337,25.2,86t,,53,0,,,,36,5,3
1997,lkc,Opponents Totals,1,1651,22.0,92t,,75,0,,,,,,
1997,har,Team Totals,0,1298,20.6,48,,63,0,,,,31,2,3
1997,har,Opponents Totals,0,1018,19.2,40,,53,0,,,,,,
1997,llarm,Team Totals,2,1236,22.9,101t,,54,0,,,,34,4,2
1997,llarm,Opponents Totals,0,1134,21.0,63,,54,0,,,,,,
1997,min,Team Totals,0,1538,19.7,53,,78,0,,,,36,3,3
1997,min,Opponents Totals,3,1385,25.2,96t,,55,0,,,,,,
1997,larm,Team Totals,0,1442,21.2,61,,68,0,,,,42,2,2
1997,larm,Opponents Totals,1,1544,24.1,53,,64,0,,,,,,
1997,bal,Team Totals,1,1493,22.3,97t,,67,0,,,,43,3,4
1997,bal,Opponents Totals,1,1556,21.0,97t,,74,0,,,,,,
1997,lten,Team Totals,1,1233,21.3,92t,,58,0,,,,31,2,2
1997,lten,Opponents Totals,0,1730,22.5,85,,77,0,,,,,,
1997,dul,Team Totals,0,1150,19.8,54,,58,0,,,,25,3,2
1997,dul,Opponents Totals,0,1528,21.5,51,,71,0,,,,,,
1997,atl,Team Totals,1,1708,23.1,102t,,74,0,,,,42,4,2
1997,atl,Opponents Totals,0,1406,21.0,45,,67,0,,,,,,
1997,ham,Team Totals,0,1435,20.2,51,,71,0,,,,36,3,5
1997,ham,Opponents Totals,1,1323,22.8,97t,,58,0,,,,,,
1997,jac,Team Totals,1,1345,24.9,94t,,54,0,,,,38,3,3
1997,jac,Opponents Totals,0,1672,20.9,50,,80,0,,,,,,
1997,lind,Team Totals,0,1203,22.3,61,,54,0,,,,31,3,3
1997,lind,Opponents Totals,0,1827,20.5,77,,89,0,,,,,,
1997,was,Team Totals,0,1550,20.4,43,,76,0,,,,47,5,4
1997,was,Opponents Totals,1,1779,23.1,93t,,77,0,,,,,,
1997,col,Team Totals,0,1699,21.0,45,,81,0,,,,42,3,2
1997,col,Opponents Totals,0,1124,23.4,42,,48,0,,,,,,
1997,tol,Team Totals,1,1613,21.5,63,,75,0,,,,46,4,2
1997,tol,Opponents Totals,1,1517,24.1,99t,,63,0,,,,,,
1997,ltb,Team Totals,0,963,18.9,84,,51,0,,,,21,2,3
1997,ltb,Opponents Totals,1,1163,23.7,102t,,49,0,,,,,,
1997,lmin,Team Totals,1,1283,21.7,97t,,59,0,,,,30,4,3
1997,lmin,Opponents Totals,0,1515,22.6,57,,67,0,,,,,,
1997,c-p,Team Totals,1,1520,22.0,57,,69,0,,,,40,4,1
1997,c-p,Opponents Totals,0,1548,23.5,84,,66,0,,,,,,
1997,chit,Team Totals,0,1520,24.1,49,,63,0,,,,42,8,0
1997,chit,Opponents Totals,0,1172,18.0,34,,65,0,,,,,0,
1997,nyj,Team Totals,0,1696,24.2,63,,70,0,,,,48,5,0
1997,nyj,Opponents Totals,1,945,22.5,42,,42,0,,,,,,
1997,dal,Team Totals,0,1119,22.8,43,,49,0,,,,28,4,1
1997,dal,Opponents Totals,0,1599,20.5,49,,78,0,,,,,,
1997,latl,Team Totals,0,1075,21.1,51,,51,0,,,,29,4,2
1997,latl,Opponents Totals,1,957,21.8,101t,,44,0,,,,,,
1997,lbuf,Team Totals,0,1364,23.1,69,,59,0,,,,38,5,2
1997,lbuf,Opponents Totals,0,1269,20.8,58,,61,0,,,,,,
1997,stl,Team Totals,0,1414,21.8,74,,65,0,,,,33,6,0
1997,stl,Opponents Totals,0,1398,20.9,61,,67,0,,,,,,
1997,det,Team Totals,0,1694,21.4,58,,79,0,,,,45,3,1
1997,det,Opponents Totals,0,1237,23.8,69,,52,0,,,,,,
1997,lac,Team Totals,1,1133,22.7,101t,,50,0,,,,32,2,0
1997,lac,Opponents Totals,0,1746,21.3,61,,82,0,,,,,,
1997,ton,Team Totals,0,1500,23.4,56,,64,0,,,,40,6,4
1997,ton,Opponents Totals,1,1276,23.2,101t,,55,0,,,,,,
1997,nyb,Team Totals,2,1198,23.5,99t,,51,0,,,,26,3,1
1997,nyb,Opponents Totals,0,1167,22.4,43,,52,0,,,,,,
1997,sea,Team Totals,1,1374,23.7,102t,,58,0,,,,40,3,3
1997,sea,Opponents Totals,0,1139,22.3,59,,51,0,,,,,,
1997,dec,Team Totals,0,1454,21.4,56,,68,0,,,,36,2,2
1997,dec,Opponents Totals,1,1262,23.4,102t,,54,0,,,,,,
1998,lkc,Team Totals,0,1285,22.5,62,,57,0,,,,35,2,1
1998,lkc,Opponents Totals,0,1370,22.8,47,,60,,,,,,,
1998,har,Team Totals,0,1297,24.5,55,,53,0,,,,40,3,1
1998,har,Opponents Totals,1,1227,21.9,95t,,56,,,,,,,
1998,llarm,Team Totals,0,1168,20.9,46,,56,0,,,,29,1,1
1998,llarm,Opponents Totals,0,1642,21.3,55,,77,,,,,,,
1998,min,Team Totals,0,1330,21.5,68,,62,0,,,,35,4,2
1998,min,Opponents Totals,0,1332,18.8,37,,71,,,,,,0,
1998,larm,Team Totals,0,1432,20.2,44,,71,0,,,,36,1,1
1998,larm,Opponents Totals,1,1687,26.0,99t,,65,,,,,,,
1998,bal,Team Totals,0,1366,22.4,91,,61,0,,,,32,5,1
1998,bal,Opponents Totals,1,1858,24.4,88t,,76,,,,,,,
1998,lten,Team Totals,0,1148,20.5,50,,56,0,,,,32,1,2
1998,lten,Opponents Totals,0,1129,20.5,47,,55,,,,,,,
1998,dul,Team Totals,0,1119,20.3,44,,55,0,,,,28,3,3
1998,dul,Opponents Totals,0,1212,18.9,53,,64,,,,,,,
1998,atl,Team Totals,2,1700,24.6,97t,,69,0,,,,41,8,4
1998,atl,Opponents Totals,2,1168,20.5,97t,,57,,,,,,,
1998,ham,Team Totals,1,1710,23.8,97t,,72,0,,,,46,5,3
1998,ham,Opponents Totals,0,1199,26.1,51,,46,,,,,,,
1998,jac,Team Totals,1,1402,24.2,95t,,58,0,,,,36,4,1
1998,jac,Opponents Totals,0,2006,22.5,91,,89,,,,,,,
1998,lind,Team Totals,0,1208,19.5,42,,62,0,,,,31,1,3
1998,lind,Opponents Totals,0,1374,22.5,59,,61,,,,,,,
1998,was,Team Totals,1,1510,23.6,90t,,64,0,,,,37,5,1
1998,was,Opponents Totals,0,1311,19.3,35,,68,,,,,,0,
1998,col,Team Totals,0,1319,20.9,62,,63,2,,,,38,1,3
1998,col,Opponents Totals,0,1354,19.9,65,,68,,,,,,,
1998,tol,Team Totals,0,1293,18.5,36,,70,0,,,,29,0,4
1998,tol,Opponents Totals,1,1484,27.5,101t,,54,,,,,,,
1998,ltb,Team Totals,0,1191,23.4,42,,51,0,,,,32,2,3
1998,ltb,Opponents Totals,0,1274,18.5,44,,69,,,,,,,
1998,lmin,Team Totals,0,1314,20.9,59,,63,0,,,,32,5,1
1998,lmin,Opponents Totals,0,1200,21.4,62,,56,,,,,,,
1998,c-p,Team Totals,1,1286,19.5,90t,,66,0,,,,28,3,1
1998,c-p,Opponents Totals,0,1234,24.2,66,,51,,,,,,,
1998,chit,Team Totals,1,1512,21.6,101t,,70,0,,,,27,5,1
1998,chit,Opponents Totals,2,1569,25.7,90t,,61,,,,,,,
1998,nyj,Team Totals,0,1363,22.7,54,,60,0,,,,36,2,1
1998,nyj,Opponents Totals,0,764,19.1,61,,40,,,,,,,
1998,dal,Team Totals,1,1238,22.9,88t,,54,0,,,,32,3,2
1998,dal,Opponents Totals,4,2008,27.5,101t,,73,,,,,,,
1998,latl,Team Totals,2,1547,25.8,101t,,60,0,,,,38,5,2
1998,latl,Opponents Totals,2,1807,24.4,101t,,74,,,,,,,
1998,lbuf,Team Totals,0,1399,23.7,60,,59,0,,,,38,4,1
1998,lbuf,Opponents Totals,1,1332,21.1,105t,,63,,,,,,,
1998,stl,Team Totals,2,1700,25.0,105t,,68,0,,,,39,6,1
1998,stl,Opponents Totals,1,1196,24.4,100t,,49,,,,,,,
1998,det,Team Totals,2,1595,24.2,94t,,66,0,,,,35,6,2
1998,det,Opponents Totals,0,1097,19.9,40,,55,,,,,,,
1998,lac,Team Totals,1,1157,25.2,93t,,46,1,,,,36,1,2
1998,lac,Opponents Totals,1,1613,23.4,102t,,69,,,,,,,
1998,ton,Team Totals,0,1108,18.8,45,,59,1,,,,27,1,1
1998,ton,Opponents Totals,0,1298,19.4,47,,67,,,,,,,
1998,nyb,Team Totals,1,1358,21.9,100t,,62,0,,,,35,1,4
1998,nyb,Opponents Totals,0,1132,21.8,51,,52,,,,,,,
1998,sea,Team Totals,1,1833,24.1,99t,,76,0,,,,51,6,1
1998,sea,Opponents Totals,1,1439,22.1,93t,,65,,,,,,,
1998,dec,Team Totals,1,1472,21.6,102t,,68,0,,,,33,2,1
1998,dec,Opponents Totals,0,1020,21.7,55,,47,,,,,,,
1999,lkc,Team Totals,1,1397,20.9,97t,,67,0,,,,34,1,0
1999,lkc,Opponents Totals,0,1822,22.0,50,,83,0,,,,,,
1999,har,Team Totals,1,1001,19.6,62,,51,0,,,,21,1,0
1999,har,Opponents Totals,0,1504,22.1,93,,68,0,,,,,,
1999,llarm,Team Totals,0,1713,23.8,93,,72,0,,,,46,4,2
1999,llarm,Opponents Totals,1,1282,22.1,97t,,58,0,,,,,,
1999,min,Team Totals,0,1571,23.4,81,,67,0,,,,42,6,6
1999,min,Opponents Totals,0,1589,25.2,95,,63,0,,,,,,
1999,larm,Team Totals,0,1498,24.2,95,,62,0,,,,39,5,1
1999,larm,Opponents Totals,0,1441,22.5,58,,64,0,,,,,,
1999,bal,Team Totals,1,881,19.2,98t,,46,2,,,,17,2,2
1999,bal,Opponents Totals,0,1474,23.0,66,,64,0,,,,,,
1999,lten,Team Totals,0,1042,18.6,41,,56,0,,,,25,1,0
1999,lten,Opponents Totals,2,1596,21.0,99t,,76,1,,,,,,
1999,dul,Team Totals,0,1098,20.3,66,,54,1,,,,21,3,1
1999,dul,Opponents Totals,0,1479,21.1,54,,70,0,,,,,,
1999,atl,Team Totals,0,1110,19.5,44,,57,0,,,,30,2,0
1999,atl,Opponents Totals,0,1209,18.0,75,,67,1,,,,,,
1999,ham,Team Totals,1,2020,24.0,99t,,84,0,,,,54,8,8
1999,ham,Opponents Totals,0,1068,18.7,39,,57,1,,,,,0,
1999,jac,Team Totals,0,1725,19.4,43,,89,0,,,,48,1,5
1999,jac,Opponents Totals,0,764,18.2,55,,42,1,,,,,,
1999,lind,Team Totals,0,1547,22.8,61,,68,0,,,,38,7,2
1999,lind,Opponents Totals,0,1500,18.5,39,,81,0,,,,,0,
1999,was,Team Totals,0,1182,18.8,29,,63,0,,,,37,0,0
1999,was,Opponents Totals,1,1544,19.8,76t,,78,0,,,,,,
1999,col,Team Totals,0,1308,19.0,37,,69,0,,,,37,0,1
1999,col,Opponents Totals,0,1550,23.1,49,,67,0,,,,,,
1999,tol,Team Totals,0,1140,18.7,48,,61,0,,,,27,2,4
1999,tol,Opponents Totals,0,1626,21.1,93,,77,0,,,,,,
1999,ltb,Team Totals,0,1398,22.2,71,,63,0,,,,44,3,1
1999,ltb,Opponents Totals,0,1457,20.8,61,,70,0,,,,,,
1999,lmin,Team Totals,1,1290,20.5,95t,,63,0,,,,28,3,2
1999,lmin,Opponents Totals,1,1772,23.0,89t,,77,0,,,,,,
1999,c-p,Team Totals,0,1372,23.7,79,,58,0,,,,40,3,3
1999,c-p,Opponents Totals,0,1259,20.3,33,,62,0,,,,,0,
1999,chit,Team Totals,0,1502,21.8,45,,69,0,,,,41,2,1
1999,chit,Opponents Totals,1,1152,21.7,85t,,53,0,,,,,,
1999,nyj,Team Totals,0,1403,21.9,68,,64,0,,,,37,3,3
1999,nyj,Opponents Totals,2,1224,20.7,88t,,59,0,,,,,,
1999,dal,Team Totals,1,1612,23.4,89t,,69,0,,,,39,5,3
1999,dal,Opponents Totals,0,1305,22.9,48,,57,0,,,,,,
1999,latl,Team Totals,0,1116,20.3,55,,55,0,,,,29,1,0
1999,latl,Opponents Totals,0,1074,17.6,36,,61,0,,,,,0,
1999,lbuf,Team Totals,2,1597,22.8,85t,,70,0,,,,41,5,2
1999,lbuf,Opponents Totals,0,1423,20.6,38,,69,0,,,,,0,
1999,stl,Team Totals,0,1445,20.1,91,,72,0,,,,32,2,2
1999,stl,Opponents Totals,1,1242,20.7,95t,,60,0,,,,,,
1999,det,Team Totals,1,1241,18.8,88t,,66,0,,,,26,2,2
1999,det,Opponents Totals,0,1565,21.7,91,,72,0,,,,,,
1999,lac,Team Totals,0,1491,21.9,93,,68,0,,,,44,2,2
1999,lac,Opponents Totals,0,948,16.6,56,,57,0,,,,,,
1999,ton,Team Totals,2,1354,25.1,101t,,54,2,,,,31,7,1
1999,ton,Opponents Totals,0,2115,24.9,69,,85,0,,,,,,
1999,nyb,Team Totals,2,1475,22.3,100t,,66,0,,,,30,6,1
1999,nyb,Opponents Totals,0,1425,18.8,58,,76,0,,,,,,
1999,sea,Team Totals,0,1445,19.0,40,,76,0,,,,37,1,2
1999,sea,Opponents Totals,2,1221,22.2,101t,,55,0,,,,,,
1999,dec,Team Totals,0,1579,20.5,75,,77,0,,,,37,3,4
1999,dec,Opponents Totals,1,1093,23.3,97t,,47,1,,,,,,
1999,lne,Team Totals,0,1639,20.7,55,,79,0,,,,49,2,2
1999,lne,Opponents Totals,1,1473,24.6,95t,,60,0,,,,,,
2000,lkc,Team Totals,0,1133,22.2,56,,51,0,,,,31,3,0
2000,lkc,Opponents Totals,0,1260,18.5,37,,68,0,,,,,0,
2000,har,Team Totals,0,1155,19.9,48,,58,0,,,,31,1,1
2000,har,Opponents Totals,1,1736,23.8,92t,,73,0,,,,,,
2000,llarm,Team Totals,1,1552,21.0,97t,,74,0,,,,41,4,2
2000,llarm,Opponents Totals,0,1424,23.0,47,,62,0,,,,,,
2000,min,Team Totals,0,1262,18.3,37,,69,0,,,,29,0,1
2000,min,Opponents Totals,2,1558,22.3,97t,,70,0,,,,,,
2000,larm,Team Totals,0,1335,20.9,47,,64,0,,,,34,3,1
2000,larm,Opponents Totals,1,1350,21.8,87t,,62,0,,,,,,
2000,bal,Team Totals,0,1227,26.1,66,,47,0,,,,32,5,1
2000,bal,Opponents Totals,0,1587,20.9,38,,76,1,,,,,0,
2000,lten,Team Totals,0,1005,22.3,41,,45,0,,,,31,2,2
2000,lten,Opponents Totals,0,1558,21.3,52,,73,0,,,,,,
2000,dul,Team Totals,1,1221,21.1,98t,,58,0,,,,35,2,3
2000,dul,Opponents Totals,0,1496,21.7,62,,69,0,,,,,,
2000,atl,Team Totals,0,1323,21.3,47,,62,0,,,,43,1,3
2000,atl,Opponents Totals,1,1523,20.9,66,,73,0,,,,,,
2000,ham,Team Totals,0,1423,18.5,50,,77,1,,,,31,2,4
2000,ham,Opponents Totals,0,1524,36.3,37,,42,0,,,,,0,
2000,jac,Team Totals,0,1710,20.1,62,,85,0,,,,40,2,1
2000,jac,Opponents Totals,0,898,21.4,62,,42,0,,,,,,
2000,lind,Team Totals,1,1336,23.9,88t,,56,0,,,,40,1,0
2000,lind,Opponents Totals,0,1689,21.1,68,,80,0,,,,,,
2000,was,Team Totals,1,1477,22.4,87t,,66,0,,,,42,2,2
2000,was,Opponents Totals,1,1934,21.5,100t,,90,0,,,,,,
2000,col,Team Totals,0,1466,20.9,38,,70,0,,,,38,0,2
2000,col,Opponents Totals,0,1679,24.0,66,,70,0,,,,,,
2000,tol,Team Totals,1,1932,24.2,81t,,80,0,,,,51,6,2
2000,tol,Opponents Totals,0,1236,19.3,39,,64,0,,,,,0,
2000,ltb,Team Totals,1,1792,21.6,93t,,83,0,,,,44,3,3
2000,ltb,Opponents Totals,1,1471,24.1,98t,,61,0,,,,,,
2000,lmin,Team Totals,1,1102,20.8,47,,53,0,,,,26,4,2
2000,lmin,Opponents Totals,0,1509,22.5,90,,67,0,,,,,,
2000,c-p,Team Totals,1,1237,23.3,89t,,53,0,,,,35,3,2
2000,c-p,Opponents Totals,0,1519,21.1,47,,72,0,,,,,,
2000,chit,Team Totals,0,1301,20.7,49,,63,0,,,,37,2,1
2000,chit,Opponents Totals,1,1529,25.5,92t,,60,0,,,,,,
2000,nyj,Team Totals,0,1456,21.1,90,,69,0,,,,39,2,3
2000,nyj,Opponents Totals,0,1205,21.5,42,,56,0,,,,,,
2000,dal,Team Totals,1,2296,26.7,98t,,86,0,,,,68,9,3
2000,dal,Opponents Totals,0,827,18.0,40,,46,0,,,,,,
2000,latl,Team Totals,0,1456,21.7,38,,67,0,,,,41,0,0
2000,latl,Opponents Totals,1,1519,22.0,98t,,69,0,,,,,,
2000,lbuf,Team Totals,0,1255,22.8,48,,55,0,,,,35,3,2
2000,lbuf,Opponents Totals,0,1688,22.8,70,,74,0,,,,,,
2000,stl,Team Totals,1,1570,24.5,92t,,64,0,,,,40,5,1
2000,stl,Opponents Totals,0,1639,21.6,40,,76,0,,,,,,
2000,det,Team Totals,0,1600,23.2,70,,69,0,,,,42,6,2
2000,det,Opponents Totals,0,1327,22.5,60,,59,0,,,,,,
2000,lac,Team Totals,0,1512,22.2,38,,68,0,,,,42,0,1
2000,lac,Opponents Totals,0,1105,21.7,48,,51,0,,,,,,
2000,ton,Team Totals,0,1473,23.8,68,,62,0,,,,40,4,2
2000,ton,Opponents Totals,2,1743,24.5,93t,,71,0,,,,,,
2000,nyb,Team Totals,1,1771,22.1,103t,,80,0,,,,39,6,4
2000,nyb,Opponents Totals,1,2032,23.4,96t,,87,0,,,,,,
2000,sea,Team Totals,1,1160,21.1,92t,,55,0,,,,33,2,3
2000,sea,Opponents Totals,0,1120,17.5,32,,64,0,,,,,0,
2000,dec,Team Totals,0,1299,19.1,68,,68,0,,,,25,1,2
2000,dec,Opponents Totals,0,1358,21.6,57,,63,0,,,,,,
2000,lne,Team Totals,3,1890,22.8,100t,,83,0,,,,43,5,2
2000,lne,Opponents Totals,3,1230,24.6,103t,,50,0,,,,,,
2001,lkc,Team Totals,0,1184,20.1,42,,59,0,,,,28,1,0
2001,lkc,Opponents Totals,0,1658,22.1,64,,75,1,,,,,,
2001,har,Team Totals,0,1222,21.4,55,,57,1,,,,30,4,4
2001,har,Opponents Totals,0,1189,20.2,50,,59,0,,,,,,
2001,llarm,Team Totals,0,1196,21.4,50,,56,0,,,,31,1,1
2001,llarm,Opponents Totals,0,1355,21.5,65,,63,0,,,,,,
2001,min,Team Totals,1,1832,21.8,88t,,84,0,,,,55,3,0
2001,min,Opponents Totals,0,2006,23.1,64,,87,0,,,,,,
2001,larm,Team Totals,0,1651,19.9,37,,83,0,,,,44,0,2
2001,larm,Opponents Totals,0,987,19.0,72,,52,0,,,,,,
2001,bal,Team Totals,0,884,19.2,81,,46,0,,,,19,2,0
2001,bal,Opponents Totals,1,1561,21.4,95t,,73,0,,,,,,
2001,lten,Team Totals,0,1347,23.6,76,,57,0,,,,32,3,3
2001,lten,Opponents Totals,0,1393,21.8,51,,64,1,,,,,,
2001,dul,Team Totals,0,1285,20.7,51,,62,1,,,,35,3,3
2001,dul,Opponents Totals,0,1215,18.7,49,,65,1,,,,,,
2001,atl,Team Totals,1,1413,19.9,101t,,71,0,,,,29,2,2
2001,atl,Opponents Totals,0,1418,24.9,81,,57,0,,,,,,
2001,ham,Team Totals,1,1164,20.1,95t,,58,0,,,,27,1,2
2001,ham,Opponents Totals,0,1266,19.8,49,,64,0,,,,,,
2001,jac,Team Totals,0,1230,19.8,64,,62,0,,,,24,3,2
2001,jac,Opponents Totals,1,1157,25.2,101t,,46,1,,,,,,
2001,lind,Team Totals,1,1524,23.1,90t,,66,0,,,,47,3,1
2001,lind,Opponents Totals,1,1657,22.1,93t,,75,0,,,,,,
2001,was,Team Totals,0,1496,20.8,64,,72,0,,,,33,3,3
2001,was,Opponents Totals,1,1273,19.9,90t,,64,0,,,,,,
2001,col,Team Totals,0,1576,23.5,52,,67,0,,,,46,2,1
2001,col,Opponents Totals,1,1526,22.1,88t,,69,0,,,,,,
2001,tol,Team Totals,0,1292,21.2,71,,61,0,,,,32,3,1
2001,tol,Opponents Totals,1,1474,22.7,88t,,65,0,,,,,,
2001,ltb,Team Totals,2,1716,26.0,93t,,66,0,,,,39,6,1
2001,ltb,Opponents Totals,0,1671,26.1,70,,64,0,,,,,,
2001,lmin,Team Totals,1,1165,23.8,94t,,49,0,,,,28,3,2
2001,lmin,Opponents Totals,0,1430,21.3,59,,67,0,,,,,,
2001,c-p,Team Totals,0,1354,20.8,41,,65,0,,,,38,2,5
2001,c-p,Opponents Totals,0,945,17.5,44,,54,0,,,,,,
2001,chit,Team Totals,0,1062,17.7,43,,60,0,,,,26,1,3
2001,chit,Opponents Totals,0,1593,24.1,68,,66,0,,,,,,
2001,nyj,Team Totals,0,1487,22.2,70,,67,0,,,,47,4,5
2001,nyj,Opponents Totals,1,967,18.2,94t,,53,0,,,,,,
2001,dal,Team Totals,0,1476,23.1,77,,64,0,,,,45,4,2
2001,dal,Opponents Totals,0,1164,21.6,61,,54,0,,,,,,
2001,latl,Team Totals,0,1060,20.8,37,,51,1,,,,29,0,2
2001,latl,Opponents Totals,0,1353,20.5,39,,66,0,,,,,0,
2001,lbuf,Team Totals,0,1008,18.7,53,,54,0,,,,23,1,1
2001,lbuf,Opponents Totals,0,1520,20.0,43,,76,0,,,,,,
2001,stl,Team Totals,0,1208,22.4,86,,54,1,,,,33,3,6
2001,stl,Opponents Totals,0,1321,21.0,77,,63,0,,,,,,
2001,det,Team Totals,0,1647,21.4,53,,77,1,,,,39,4,4
